City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,montreal,45.5088,-73.5878,275.08,86,100,9.26,CA,1675822726
365,itoman,26.1247,127.6694,295.36,70,20,5.66,JP,1675823480
366,huicheng,23.0385,116.2899,292.67,69,49,9.15,CN,1675823482
367,leopold,-38.1833,144.4667,293.81,65,92,3.6,AU,1675823483
368,ivanivka,46.7208,34.553,268.44,61,100,8.33,UA,1675823484
369,zhireken,52.8249,117.3076,257.29,75,8,1.3,RU,1675823486
370,magadan,59.5667,150.8,247.33,70,36,2.86,RU,1675823487
371,qandala,11.472,49.8728,297.02,80,70,1.26,SO,1675823488
372,shache,38.4167,77.2406,271.72,62,0,1.86,CN,1675823489
373,seoul,37.5683,126.9778,276.93,40,0,3.6,KR,1675822993
374,minas,-34.3759,-55.2377,294.57,69,6,5.98,UY,1675823491
375,surab,28.4914,66.2585,282.28,40,3,1.79,PK,1675823492
376,nizwa,22.9333,57.5333,291.82,46,13,0.45,OM,1675823494
377,acara,-1.9608,-48.1967,295.91,99,100,0.86,BR,1675823495
378,almaznyy,48.0448,40.045,262.83,88,14,7.67,RU,1675823496
379,tual,-5.6667,132.75,300.85,77,99,9.5,ID,1675823408
380,kameshkovo,56.3481,41.0047,258.18,96,99,3.14,RU,1675823498
381,sakakah,29.9697,40.2064,280.91,67,5,7.24,SA,1675823432
382,sobolevo,54.4299,31.8996,257.65,99,65,1.63,RU,1675823500
383,marco,25.9726,-81.729,293.72,72,0,2.57,US,1675823501
384,waingapu,-9.6567,120.2641,301.89,75,61,5.52,ID,1675823502
385,xicotencatl,23.0167,-98.8833,294.31,86,26,3.44,MX,1675823504
386,boddam,57.4667,-1.7833,275.61,81,91,11.84,GB,1675823505
387,nouadhibou,20.931,-17.0347,289.14,72,0,9.26,MR,1675823506
388,motozintla,15.3667,-92.2333,288.85,74,20,1.36,MX,1675823507
389,great yarmouth,52.6083,1.7305,273.38,90,6,3.16,GB,1675823508
390,oussouye,12.485,-16.5469,293.25,44,60,3.86,SN,1675823509
391,dalhousie,32.5333,75.9833,276.33,44,95,3.13,IN,1675823510
392,balsas,-7.5325,-46.0356,296.5,90,99,0.98,BR,1675823511
393,dakar,14.6937,-17.4441,292.64,82,0,3.09,SN,1675823286
394,makubetsu,45.3714,141.8211,268.99,54,75,9.77,JP,1675823513
395,dayong,25.0209,118.2898,292.23,69,52,2.3,CN,1675823514
396,bushehr,28.9684,50.8385,289.2,67,100,9.77,IR,1675823516
397,corowa,-36.0333,146.3833,304.58,43,0,2.93,AU,1675823517
398,lander,42.833,-108.7307,276.48,73,0,1.54,US,1675823518
399,altamira,-3.2033,-52.2064,295.55,98,99,0.81,BR,1675823519
400,niamey,13.5137,2.1098,298.31,15,0,2.06,NE,1675823520
401,haapsalu,58.9431,23.5414,274.81,91,100,5.2,EE,1675823354
402,chara,56.9064,118.2631,253.02,73,87,1.15,RU,1675823522
403,lorengau,-2.0226,147.2712,298.86,92,100,8.61,PG,1675823523
404,homer,59.6425,-151.5483,270.26,70,75,11.62,US,1675823524
405,borgarnes,64.5383,-21.9206,270.18,66,100,8.44,IS,1675823526
406,areosa,41.7178,-8.8571,281.6,66,94,5.81,PT,1675823527
407,linxia,35.6003,103.2064,271.92,80,100,2.49,CN,1675823528
408,road town,18.4167,-64.6167,298.2,75,12,8.91,VG,1675823529
409,zarichne,51.8126,26.129,266.52,97,10,1.14,UA,1675823531
410,deputatskiy,69.3,139.9,231.89,98,53,1.59,RU,1675823532
411,kloulklubed,7.0419,134.2556,302.43,77,100,8.09,PW,1675823533
412,padang,-0.9492,100.3543,301.18,56,86,1.13,ID,1675823534
413,rassvet,46.8333,40.75,265.59,77,95,8.0,RU,1675823536
414,valdivia,-39.8142,-73.2459,288.2,75,0,1.23,CL,1675823537
415,port-gentil,-0.7193,8.7815,300.16,80,92,3.91,GA,1675823538
416,san quintin,30.4833,-115.95,287.86,52,0,0.98,MX,1675823539
417,antalaha,-14.9003,50.2788,296.06,90,99,2.28,MG,1675823540
418,holme,56.1138,10.1725,275.91,93,62,3.93,DK,1675823542
419,safaga,26.7292,33.9365,286.63,51,100,7.01,EG,1675823543
420,saint anthony,45.0205,-93.218,272.11,80,0,2.57,US,1675823544
421,xining,36.6167,101.7667,271.66,76,100,1.02,CN,1675823542
422,porto novo,6.4965,2.6036,300.05,86,96,1.99,BJ,1675823546
423,half moon bay,37.4636,-122.4286,286.75,74,0,6.17,US,1675823445
424,lompoc,34.6391,-120.4579,286.23,84,0,3.13,US,1675823548
425,jackson,42.4165,-122.8345,282.55,72,89,0.36,US,1675823407
426,sotouboua,8.5667,0.9833,298.21,72,46,1.08,TG,1675823550
427,bintulu,3.1667,113.0333,301.38,78,20,1.03,MY,1675823551
428,loa janan,-0.583,117.095,298.86,75,93,1.19,ID,1675823553
429,barcelona,41.3888,2.159,283.01,76,40,9.77,ES,1675823269
430,san patricio,28.017,-97.5169,296.12,82,92,6.03,US,1675823555
431,aykhal,66.0,111.5,236.38,100,68,1.14,RU,1675823556
432,chak jhumra,31.5678,73.1835,286.91,35,93,1.73,PK,1675823557
433,zheleznodorozhnyy,55.7503,38.0042,266.9,96,57,2.36,RU,1675823558
434,kharan,28.5833,65.4167,288.53,29,25,1.17,PK,1675823559
435,newala,-10.9431,39.2787,292.02,97,100,1.42,TZ,1675823560
436,pandaria,22.2333,81.4167,294.91,29,1,2.23,IN,1675823562
437,buraydah,26.326,43.975,281.4,44,100,3.12,SA,1675823563
438,ziro,27.6333,93.8333,277.56,95,100,0.77,IN,1675823564
439,vila velha,-20.3297,-40.2925,300.12,90,40,3.6,BR,1675823566
440,comodoro rivadavia,-45.8667,-67.5,294.07,32,0,3.09,AR,1675823567
441,linkoping,58.4109,15.6216,276.81,94,100,5.14,SE,1675823568
442,pacific grove,36.6177,-121.9166,285.61,85,0,2.24,US,1675823396
443,tabou,4.423,-7.3528,299.03,86,100,2.7,CI,1675823570
444,rumoi,43.9344,141.6428,271.34,57,100,6.76,JP,1675823571
445,tulagi,-9.0996,160.1476,300.77,79,100,4.64,SB,1675823572
446,lianran,24.9227,102.485,285.45,26,0,4.33,CN,1675823573
447,coquimbo,-29.9533,-71.3436,291.0,88,75,2.06,CL,1675823574
448,amga,60.8953,131.9608,240.3,94,100,0.63,RU,1675823575
449,prince george,53.9166,-122.753,273.85,97,75,5.14,CA,1675823347
450,kysyl-syr,63.8986,122.7617,237.33,96,100,0.4,RU,1675823577
451,ewa beach,21.3156,-158.0072,300.12,71,75,5.14,US,1675823579
452,bandarbeyla,9.4942,50.8122,298.14,72,98,6.37,SO,1675823580
453,kimbe,-5.5502,150.1429,298.8,94,100,2.28,PG,1675823581
454,vrangel,42.7297,133.0839,270.23,44,1,4.83,RU,1675823582
455,santa maria,-29.6842,-53.8069,295.76,64,20,3.6,BR,1675823584
456,buin,-33.7333,-70.75,299.88,53,0,0.62,CL,1675823585
457,sambava,-14.2667,50.1667,296.77,88,88,3.32,MG,1675823461
458,ostrovnoy,68.0531,39.5131,272.35,77,9,10.1,RU,1675823587
459,laguna,38.421,-121.4238,285.55,70,100,1.59,US,1675823313
460,tura,25.5198,90.2201,293.19,41,96,0.85,IN,1675823589
461,kota,25.1833,75.8333,290.27,37,0,0.62,IN,1675823591
462,nizhnevartovsk,60.9344,76.5531,242.6,76,40,1.0,RU,1675823460
463,payson,40.0444,-111.7321,274.59,76,100,0.0,US,1675823447
464,nioro,13.35,-15.75,296.22,19,27,3.35,GM,1675823594
465,sidrolandia,-20.9319,-54.9614,293.69,96,49,1.41,BR,1675823596
466,naze,28.3667,129.4833,289.66,67,95,6.41,JP,1675823597
467,bansi,27.1833,82.9333,289.44,60,0,1.69,IN,1675823598
468,nabire,-3.3667,135.4833,299.5,79,100,1.31,ID,1675823599
469,olinda,-8.0089,-34.8553,300.0,61,20,2.57,BR,1675823600
470,jalu,29.0331,21.5482,282.19,59,74,2.89,LY,1675823602
471,natal,-5.795,-35.2094,296.51,83,20,1.54,BR,1675823347
472,ensley,30.5188,-87.2728,292.38,88,100,5.14,US,1675823604
473,vila,42.0304,-8.1588,276.64,80,71,3.84,PT,1675823605
474,dalen,52.6992,6.7556,272.62,61,65,2.22,NL,1675823606
475,eureka,40.8021,-124.1637,284.78,83,99,0.89,US,1675823551
476,conde,-7.2597,-34.9075,296.85,78,0,2.06,BR,1675823466
477,ushtobe,45.2514,77.9838,267.72,88,87,4.44,KZ,1675823609
478,san jose,37.3394,-121.895,286.8,62,20,3.6,US,1675822883
479,san rafael,-34.6177,-68.3301,300.99,32,25,3.31,AR,1675823337
480,olafsvik,64.8945,-23.7142,270.8,56,100,13.09,IS,1675823612
481,vostok,46.4856,135.8833,257.75,75,61,5.49,RU,1675823613
482,bambous virieux,-20.3428,57.7575,299.29,83,40,5.14,MU,1675823398
483,warrnambool,-38.3833,142.4833,291.5,64,69,6.2,AU,1675823616
484,bathsheba,13.2167,-59.5167,296.49,94,40,5.14,BB,1675823617
485,zeya,53.75,127.2667,249.98,82,16,0.8,RU,1675823618
486,gamba,-2.65,10.0,297.53,85,60,1.08,GA,1675823619
487,bowen,-20.0167,148.2333,301.77,74,100,8.22,AU,1675823620
488,vacaria,-28.5122,-50.9339,289.05,83,7,3.66,BR,1675823621
489,villa guerrero,18.8667,-99.65,293.3,54,2,2.29,MX,1675823623
490,namatanai,-3.6667,152.4333,303.0,64,92,4.77,PG,1675823624
491,ust-kalmanka,52.1207,83.305,261.13,96,100,2.15,RU,1675823625
492,okha,53.5739,142.9478,250.15,80,100,4.65,RU,1675823626
493,nanakuli,21.3906,-158.1547,300.12,59,75,5.14,US,1675823515
494,pangody,65.85,74.4859,252.12,95,81,5.19,RU,1675823557
495,ponta delgada,37.7333,-25.6667,285.55,87,40,4.12,PT,1675823482
496,poros,37.4994,23.4536,278.07,70,81,8.82,GR,1675823630
497,thinadhoo,0.5333,72.9333,300.28,74,32,2.83,MV,1675823631
498,martinsville,36.6915,-79.8725,285.56,37,0,3.6,US,1675823632
499,kamaishi,39.2667,141.8833,276.6,72,100,3.27,JP,1675823633
500,north platte,41.1239,-100.7654,272.8,85,0,2.24,US,1675823634
501,terrace,54.5163,-128.6035,273.1,100,100,2.57,CA,1675823448
502,dunda,-8.1167,34.25,291.01,96,100,1.15,TZ,1675823636
503,kiunga,-6.1219,141.2906,302.99,67,85,3.01,PG,1675823637
504,tupancireta,-29.0806,-53.8358,293.37,60,0,4.5,BR,1675823639
505,labuhan,-6.8844,112.2051,298.7,86,100,3.14,ID,1675823640
506,ossora,59.2353,163.0719,250.26,85,84,2.73,RU,1675823454
507,praya,14.9215,-23.5087,293.45,60,75,9.26,CV,1675823642
508,lahti,59.9911,30.1597,272.25,91,100,4.72,RU,1675823644
509,ulundi,-28.3352,31.4162,293.05,97,62,1.55,ZA,1675823645
510,washington,47.5001,-120.5015,279.22,78,39,3.54,US,1675823415
511,sept-iles,50.2001,-66.3821,267.15,81,75,10.8,CA,1675823438
512,doha,25.2867,51.5333,292.14,88,75,7.72,QA,1675823445
513,yambio,4.5721,28.3955,293.79,23,10,1.74,SS,1675823649
514,vokhtoga,58.8147,41.0461,263.75,94,99,3.65,RU,1675823650
515,qarqin,37.4185,66.0436,286.42,19,100,8.81,AF,1675823651
516,parabel,58.6978,81.4825,253.56,99,97,2.5,RU,1675823653
517,richards bay,-28.783,32.0377,295.65,97,3,1.43,ZA,1675823365
518,umuahia,5.5263,7.4896,297.83,85,17,1.16,NG,1675823655
519,korla,41.7597,86.1469,272.77,81,13,1.17,CN,1675823440
520,husavik,66.0449,-17.3389,268.34,72,91,6.6,IS,1675823657
521,gouyave,12.1646,-61.7296,297.8,80,97,7.5,GD,1675823659
522,kencong,-8.2833,113.3667,298.84,84,100,1.65,ID,1675823660
523,watsa,3.0372,29.5355,290.6,46,14,0.98,CD,1675823661
524,nemuro,43.3236,145.575,269.92,57,28,1.74,JP,1675823662
525,caraquet,47.7941,-64.9386,266.45,97,100,1.22,CA,1675823663
526,le vauclin,14.5452,-60.8388,298.18,83,40,4.63,MQ,1675823665
527,sorland,67.667,12.6934,279.07,82,100,21.67,NO,1675822969
528,darhan,49.4867,105.9228,255.5,92,10,1.97,MN,1675823668
529,san nicolas,18.1725,120.5953,301.1,83,40,2.57,PH,1675823669
530,bouafle,6.9904,-5.7442,297.16,79,100,1.73,CI,1675823670
531,tahe,52.3333,124.7333,257.83,73,87,1.96,CN,1675823672
532,darfield,53.5339,-1.376,278.15,93,11,1.54,GB,1675823673
533,wanning,18.8003,110.3967,298.31,77,28,3.74,CN,1675823674
534,snezhnogorsk,69.1933,33.2531,273.03,82,31,9.08,RU,1675823675
535,coihueco,-36.6167,-71.8333,291.79,30,0,1.51,CL,1675823677
536,basco,20.4487,121.9702,298.29,76,9,8.12,PH,1675823678
537,kulhudhuffushi,6.6221,73.07,299.91,71,70,3.92,MV,1675823679
538,ucluelet,48.9329,-125.5528,279.04,75,42,7.3,CA,1675823480
539,sal rei,16.1833,-22.9167,292.81,65,8,8.89,CV,1675823681
540,rudnyy,52.9594,63.1206,254.28,100,88,3.11,KZ,1675823682
541,kayerkan,69.3497,87.7602,248.44,76,94,2.35,RU,1675823683
542,udachnyy,66.4167,112.4,233.64,100,97,1.0,RU,1675823684
543,paita,-5.0892,-81.1144,297.27,82,77,3.56,PE,1675823685
544,codrington,-38.2667,141.9667,292.35,58,80,6.74,AU,1675823687
545,hirado,33.3597,129.5531,287.81,62,9,5.79,JP,1675823688
546,kainantu,-6.2887,145.8655,296.17,73,95,0.9,PG,1675823689
547,ranfurly,-45.1333,170.1,291.54,38,96,6.48,NZ,1675823690
548,inirida,3.8653,-67.9239,296.62,93,84,1.04,CO,1675823692
549,lake havasu city,34.4839,-114.3224,289.39,26,0,6.69,US,1675823449
550,brae,60.3964,-1.353,279.95,73,100,13.76,GB,1675823694
551,qaqortoq,60.7167,-46.0333,248.35,65,4,3.21,GL,1675823695
552,ixtapa,20.7,-105.2,295.72,78,0,3.09,MX,1675823696
553,guia de isora,28.2115,-16.7795,285.55,67,16,1.2,ES,1675823411
554,san juan,-31.5375,-68.5364,305.83,23,36,6.38,AR,1675823698
555,jumla,29.2747,82.1838,279.68,26,0,1.51,NP,1675823699
556,wenatchee,47.4235,-120.3103,279.96,72,0,4.63,US,1675823701
557,dzhebariki-khaya,62.2167,135.8,236.02,95,97,0.63,RU,1675823702
558,boralday,43.3578,76.8594,268.07,93,100,1.0,KZ,1675823703
559,krasnoselkup,65.7,82.4667,241.64,100,100,2.12,RU,1675823704
560,mecca,21.4267,39.8261,289.43,60,47,5.02,SA,1675823505
561,tezu,27.9167,96.1667,292.71,49,99,0.71,IN,1675823657
562,tabas,33.5959,56.9244,281.27,87,2,2.06,IR,1675823708
563,esik,43.3552,77.4525,265.83,63,98,3.98,KZ,1675823709
564,evreux,49.0241,1.1508,274.85,93,20,1.54,FR,1675823710
565,logstor,56.9624,9.2583,277.58,95,100,4.99,DK,1675823712
566,los banos,14.1667,121.1833,303.42,59,100,5.27,PH,1675823713
567,bonavista,48.6499,-53.1147,269.31,69,92,9.85,CA,1675823636
